2016-03-01,DAY,3
2016-03-01,EVENING,4
2016-03-02,DAY,6
2016-03-02,EVENING,3
2016-03-02,MIDNIGHT,1
2016-03-03,DAY,1
2016-03-03,EVENING,1
2016-03-03,MIDNIGHT,3
2016-03-04,DAY,3
2016-03-04,EVENING,3
2016-03-04,MIDNIGHT,2
2016-03-05,DAY,2
2016-03-05,EVENING,2
2016-03-05,MIDNIGHT,2
2016-03-06,DAY,2
2016-03-06,EVENING,2
2016-03-06,MIDNIGHT,2
2016-03-07,DAY,4
2016-03-07,EVENING,9
2016-03-08,DAY,2
2016-03-08,EVENING,5
2016-03-08,MIDNIGHT,3
2016-03-09,DAY,1
2016-03-09,EVENING,5
2016-03-09,MIDNIGHT,1
2016-03-10,DAY,5
2016-03-10,EVENING,6
2016-03-10,MIDNIGHT,5
2016-03-11,DAY,3
2016-03-11,EVENING,2
2016-03-11,MIDNIGHT,2
2016-03-12,DAY,4
2016-03-12,EVENING,3
2016-03-12,MIDNIGHT,7
2016-03-13,DAY,2
2016-03-13,EVENING,8
2016-03-13,MIDNIGHT,1
2016-03-14,DAY,3
2016-03-14,EVENING,3
2016-03-14,MIDNIGHT,2
2016-03-15,DAY,5
2016-03-15,EVENING,12
2016-03-15,MIDNIGHT,5
2016-03-16,DAY,2
2016-03-16,EVENING,1
2016-03-16,MIDNIGHT,2
2016-03-17,DAY,2
2016-03-17,EVENING,4
2016-03-17,MIDNIGHT,3
2016-03-18,DAY,3
2016-03-18,EVENING,6
2016-03-18,MIDNIGHT,2
2016-03-19,DAY,1
2016-03-19,EVENING,7
2016-03-19,MIDNIGHT,3
2016-03-20,DAY,1
2016-03-20,EVENING,5
2016-03-20,MIDNIGHT,4
2016-03-21,DAY,2
2016-03-21,EVENING,6
2016-03-21,MIDNIGHT,1
2016-03-22,DAY,4
2016-03-22,EVENING,3
2016-03-22,MIDNIGHT,2
2016-03-23,DAY,4
2016-03-23,EVENING,3
2016-03-23,MIDNIGHT,1
2016-03-24,EVENING,1
2016-03-24,MIDNIGHT,1
2016-03-25,EVENING,7
2016-03-25,MIDNIGHT,2
2016-03-26,DAY,3
2016-03-26,EVENING,6
2016-03-26,MIDNIGHT,5
2016-03-27,DAY,1
2016-03-27,EVENING,2
2016-03-27,MIDNIGHT,3
2016-03-28,DAY,2
2016-03-28,EVENING,2
2016-03-28,MIDNIGHT,4
2016-03-29,DAY,5
2016-03-29,EVENING,7
2016-03-29,MIDNIGHT,2
2016-03-30,DAY,1
2016-03-30,EVENING,7
2016-03-30,MIDNIGHT,6
2016-03-31,DAY,4
2016-03-31,EVENING,5
2016-03-31,MIDNIGHT,5
2016-04-01,DAY,8
2016-04-01,EVENING,2
2016-04-01,MIDNIGHT,2
2016-04-02,DAY,5
2016-04-02,EVENING,5
2016-04-02,MIDNIGHT,2
2016-04-03,DAY,2
2016-04-03,EVENING,5
2016-04-03,MIDNIGHT,2
2016-04-04,DAY,4
2016-04-04,EVENING,9
2016-04-04,MIDNIGHT,2
2016-04-05,DAY,1
2016-04-05,EVENING,6
2016-04-05,MIDNIGHT,4
2016-04-06,DAY,1
2016-04-06,EVENING,3
2016-04-06,MIDNIGHT,3
2016-04-07,DAY,2
2016-04-07,EVENING,3
2016-04-07,MIDNIGHT,3
2016-04-08,DAY,2
2016-04-08,EVENING,2
2016-04-08,MIDNIGHT,3
2016-04-09,DAY,1
2016-04-09,EVENING,3
2016-04-10,DAY,3
2016-04-10,EVENING,1
2016-04-10,MIDNIGHT,3
2016-04-11,DAY,4
2016-04-11,EVENING,2
2016-04-11,MIDNIGHT,5
2016-04-12,DAY,4
2016-04-12,EVENING,3
2016-04-12,MIDNIGHT,4
2016-04-13,DAY,2
2016-04-13,EVENING,1
2016-04-13,MIDNIGHT,1
2016-04-14,EVENING,5
2016-04-14,MIDNIGHT,5
2016-04-15,DAY,1
2016-04-15,EVENING,3
2016-04-15,MIDNIGHT,2
2016-04-16,EVENING,2
2016-04-16,MIDNIGHT,2
2016-04-17,DAY,3
2016-04-17,EVENING,5
2016-04-17,MIDNIGHT,1
2016-04-18,DAY,6
2016-04-18,EVENING,8
2016-04-18,MIDNIGHT,3
2016-04-19,DAY,5
2016-04-19,EVENING,6
2016-04-19,MIDNIGHT,2
2016-04-20,DAY,4
2016-04-20,EVENING,8
2016-04-20,MIDNIGHT,6
2016-04-21,DAY,1
2016-04-21,EVENING,3
2016-04-21,MIDNIGHT,2
2016-04-22,DAY,4
2016-04-22,EVENING,7
2016-04-22,MIDNIGHT,1
2016-04-23,DAY,2
2016-04-23,EVENING,3
2016-04-23,MIDNIGHT,1
2016-04-24,DAY,6
2016-04-24,EVENING,3
2016-04-24,MIDNIGHT,3
2016-04-25,DAY,4
2016-04-25,EVENING,2
2016-04-26,DAY,5
2016-04-26,EVENING,6
2016-04-26,MIDNIGHT,1
2016-04-27,DAY,2
2016-04-27,EVENING,6
2016-04-27,MIDNIGHT,2
2016-04-28,DAY,2
2016-04-28,EVENING,2
2016-04-28,MIDNIGHT,1
2016-04-29,DAY,1
2016-04-29,EVENING,3
2016-04-29,MIDNIGHT,1
2016-04-30,DAY,2
2016-04-30,EVENING,2
2016-04-30,MIDNIGHT,3
2016-05-01,DAY,2
2016-05-01,EVENING,4
2016-05-01,MIDNIGHT,6
2016-05-02,DAY,2
2016-05-02,EVENING,5
2016-05-02,MIDNIGHT,1
2016-05-03,DAY,7
2016-05-03,EVENING,4
2016-05-03,MIDNIGHT,2
2016-05-04,DAY,4
2016-05-04,EVENING,3
2016-05-04,MIDNIGHT,5
2016-05-05,DAY,5
2016-05-05,EVENING,4
2016-05-06,DAY,6
2016-05-06,EVENING,7
2016-05-06,MIDNIGHT,2
2016-05-07,DAY,4
2016-05-07,EVENING,7
2016-05-07,MIDNIGHT,2
2016-05-08,DAY,3
2016-05-08,EVENING,3
2016-05-08,MIDNIGHT,5
2016-05-09,DAY,6
2016-05-09,EVENING,8
2016-05-09,MIDNIGHT,1
2016-05-10,DAY,2
2016-05-10,EVENING,5
2016-05-10,MIDNIGHT,2
2016-05-11,DAY,3
2016-05-11,EVENING,6
2016-05-11,MIDNIGHT,5
2016-05-12,DAY,3
2016-05-12,EVENING,4
2016-05-12,MIDNIGHT,2
2016-05-13,DAY,7
2016-05-13,EVENING,4
2016-05-13,MIDNIGHT,3
2016-05-14,DAY,4
2016-05-14,EVENING,4
2016-05-14,MIDNIGHT,6
2016-05-15,DAY,2
2016-05-15,EVENING,3
2016-05-15,MIDNIGHT,5
2016-05-16,DAY,2
2016-05-16,EVENING,5
2016-05-16,MIDNIGHT,2
2016-05-17,DAY,4
2016-05-17,EVENING,7
2016-05-17,MIDNIGHT,3
2016-05-18,DAY,1
2016-05-18,EVENING,4
2016-05-18,MIDNIGHT,6
2016-05-19,DAY,4
2016-05-19,EVENING,9
2016-05-19,MIDNIGHT,2
2016-05-20,DAY,2
2016-05-20,EVENING,5
2016-05-20,MIDNIGHT,2
2016-05-21,DAY,7
2016-05-21,EVENING,1
2016-05-21,MIDNIGHT,3
2016-05-22,DAY,4
2016-05-22,EVENING,4
2016-05-22,MIDNIGHT,5
2016-05-23,DAY,5
2016-05-23,EVENING,5
2016-05-23,MIDNIGHT,4
2016-05-24,DAY,6
2016-05-24,EVENING,8
2016-05-24,MIDNIGHT,2
2016-05-25,DAY,3
2016-05-25,EVENING,8
2016-05-25,MIDNIGHT,3
2016-05-26,EVENING,6
2016-05-26,MIDNIGHT,3
2016-05-27,DAY,4
2016-05-27,EVENING,5
2016-05-27,MIDNIGHT,2
2016-05-28,DAY,1
2016-05-28,EVENING,5
2016-05-28,MIDNIGHT,3
2016-05-29,DAY,3
2016-05-29,EVENING,3
2016-05-29,MIDNIGHT,4
2016-05-30,DAY,5
2016-05-30,EVENING,8
2016-05-30,MIDNIGHT,1
2016-05-31,DAY,9
2016-05-31,EVENING,5
2016-05-31,MIDNIGHT,4
2016-06-01,DAY,5
2016-06-01,EVENING,2
2016-06-01,MIDNIGHT,3
